indicator,indicator_type,threat_type,severity,source,first_seen,label
bb7979c37b4c383142696ce246d29fef5da7ec4bad547c8ef38c22d554a5b574,sha256,command_and_control,critical,opensource_feed_a,2026-07-28T19:00:00,malicious
203.0.113.146,ipv4,malware_delivery,high,opensource_feed_a,2026-06-22T14:00:00,malicious
198.51.100.254,ipv4,malware_delivery,medium,internal_soc_export,2026-08-09T18:00:00,suspicious
api811.example.com,domain,data_exfiltration,medium,internal_soc_export,2026-06-21T00:00:00,suspicious
http://files812.example.org/index,url,scanning,low,internal_soc_export,2026-08-10T02:00:00,benign
e333eedc6c0ec03db0542278329c876fa1288aeaccaf4931d371b83ce59e62c9,sha256,phishing,low,opensource_feed_a,2026-06-07T03:00:00,benign
cdn814.example.com,domain,botnet,medium,opensource_feed_a,2026-06-10T07:00:00,suspicious
mail815.example.com,domain,scanning,critical,opensource_feed_a,2026-07-24T23:00:00,suspicious
c252adf249fd030b6d3d0d852052c089265472f7f2559e2d08bb0d8fff60d7dc,sha256,data_exfiltration,medium,opensource_feed_a,2026-07-03T10:00:00,suspicious
7d791a7384ffef05d61d80065042ae996c278877,sha1,command_and_control,low,opensource_feed_b,2026-06-28T06:00:00,suspicious
8e551f4b34aa49d28869c80c6f5d5706,md5,brute_force,low,internal_soc_export,2026-06-11T14:00:00,benign
http://verify819.example.org/index,url,brute_force,medium,opensource_feed_b,2026-08-06T11:00:00,suspicious
819c2f795c236ecc6ed7b3d3e1a645fe1d0ba7b3d71eeaa3007c85816d3edf9e,sha256,scanning,medium,internal_soc_export,2026-06-24T05:00:00,benign
198.51.100.20,ipv4,scanning,low,internal_soc_export,2026-06-27T00:00:00,benign
198.51.100.120,ipv4,command_and_control,medium,opensource_feed_b,2026-08-03T16:00:00,suspicious
192.0.2.144,ipv4,brute_force,critical,opensource_feed_b,2026-06-30T15:00:00,suspicious
cdn824.example.com,domain,scanning,medium,opensource_feed_b,2026-07-01T05:00:00,benign
api825.example.com,domain,unknown,medium,internal_soc_export,2026-08-02T18:00:00,benign
9b51c83a49ee46fbd05d815ea8a2a1c699b624efb9ec89502b44d2c3dd1e4219,sha256,data_exfiltration,medium,internal_soc_export,2026-07-16T04:00:00,suspicious
192.0.2.127,ipv4,scanning,low,opensource_feed_a,2026-07-09T06:00:00,benign
1dc2c4f2acb9561b3a45a19b6f851ccd,md5,data_exfiltration,medium,internal_soc_export,2026-07-01T12:00:00,suspicious
b475360b34670a2a73f33ab7ac32c6848e08cd45bb257fd0beffcb7a1143b608,sha256,unknown,critical,opensource_feed_b,2026-07-16T21:00:00,suspicious
http://account830.example.org/login,url,data_exfiltration,medium,opensource_feed_a,2026-06-01T03:00:00,malicious
mail831.example.com,domain,botnet,high,opensource_feed_a,2026-06-29T07:00:00,suspicious
cdn832.example.com,domain,phishing,high,opensource_feed_a,2026-06-02T19:00:00,suspicious
6d7505e3c52638840d8f31861d6ce11e,md5,data_exfiltration,high,opensource_feed_a,2026-06-18T16:00:00,suspicious
198.51.100.23,ipv4,malware_delivery,low,internal_soc_export,2026-06-02T05:00:00,benign
192.0.2.161,ipv4,command_and_control,medium,internal_soc_export,2026-07-28T13:00:00,suspicious
http://secure836.example.org/a,url,malware_delivery,low,internal_soc_export,2026-06-27T18:00:00,suspicious
update837.example.com,domain,data_exfiltration,critical,opensource_feed_a,2026-07-03T17:00:00,malicious
35c84a87f43b089e85914a42fc0b208ec82e955f8d98857e9edd05b9cb634fc2,sha256,brute_force,high,opensource_feed_a,2026-06-23T04:00:00,suspicious
192.0.2.184,ipv4,brute_force,high,opensource_feed_b,2026-08-05T20:00:00,suspicious
api840.example.com,domain,command_and_control,high,opensource_feed_b,2026-06-29T16:00:00,malicious
198.51.100.64,ipv4,botnet,critical,internal_soc_export,2026-08-04T21:00:00,malicious
198.51.100.143,ipv4,scanning,medium,internal_soc_export,2026-07-05T14:00:00,benign
login843.example.com,domain,phishing,high,opensource_feed_a,2026-06-05T15:00:00,suspicious
3c0e212e5adc25347c497fe8eedbf6b362d62cbf,sha1,phishing,medium,internal_soc_export,2026-08-06T21:00:00,suspicious
login845.example.com,domain,brute_force,high,opensource_feed_a,2026-07-03T02:00:00,suspicious
mail846.example.com,domain,malware_delivery,high,internal_soc_export,2026-07-05T23:00:00,malicious
8844872c36b2ce1959033788d32d11cdfefd785b300d2cda75ea0cf1152aaace,sha256,command_and_control,low,opensource_feed_b,2026-07-19T09:00:00,suspicious
update848.example.com,domain,data_exfiltration,high,internal_soc_export,2026-07-12T03:00:00,malicious
mail849.example.com,domain,command_and_control,high,internal_soc_export,2026-08-01T12:00:00,suspicious
203.0.113.4,ipv4,malware_delivery,high,opensource_feed_a,2026-06-21T00:00:00,malicious
mail851.example.com,domain,brute_force,low,opensource_feed_a,2026-06-27T05:00:00,benign
192.0.2.30,ipv4,phishing,critical,internal_soc_export,2026-07-10T15:00:00,malicious
eb4373434d040f42b92392958893ec938b6eae5fbbc8e0b97cf3c4d2f612f976,sha256,botnet,high,opensource_feed_b,2026-06-14T04:00:00,suspicious
198.51.100.160,ipv4,data_exfiltration,medium,opensource_feed_b,2026-07-24T05:00:00,suspicious
192.0.2.171,ipv4,data_exfiltration,low,opensource_feed_b,2026-06-13T11:00:00,suspicious
cdn856.example.com,domain,scanning,medium,internal_soc_export,2026-06-14T09:00:00,benign
203.0.113.215,ipv4,unknown,critical,opensource_feed_a,2026-06-05T12:00:00,suspicious
login858.example.com,domain,unknown,critical,opensource_feed_b,2026-08-04T07:00:00,malicious
http://verify859.example.org/download,url,unknown,high,opensource_feed_a,2026-07-08T02:00:00,suspicious
203.0.113.211,ipv4,brute_force,critical,opensource_feed_a,2026-07-11T00:00:00,suspicious
cdn861.example.com,domain,phishing,high,opensource_feed_a,2026-07-09T09:00:00,malicious
update862.example.com,domain,command_and_control,critical,opensource_feed_a,2026-06-02T00:00:00,malicious
cdn863.example.com,domain,phishing,critical,internal_soc_export,2026-07-07T20:00:00,malicious
802fce2c63dc2e6b1168d7ab2b33aaf6,md5,brute_force,high,opensource_feed_b,2026-06-20T21:00:00,suspicious
192.0.2.15,ipv4,unknown,critical,internal_soc_export,2026-07-17T20:00:00,suspicious
656862e7396f2af139b05816ed10157f,md5,phishing,high,opensource_feed_b,2026-06-16T12:00:00,suspicious
a23933ef779097c46ee3dd4a078a58780fc5da7b1d1dd223890dbc72c12d4587,sha256,brute_force,medium,opensource_feed_a,2026-07-11T18:00:00,benign
3d49cc97cb1e052772d994789a0ca380dcff85bf,sha1,data_exfiltration,high,internal_soc_export,2026-06-01T00:00:00,suspicious
login869.example.com,domain,unknown,low,opensource_feed_a,2026-06-16T05:00:00,benign
192.0.2.142,ipv4,command_and_control,medium,opensource_feed_a,2026-07-02T15:00:00,suspicious
4d181b983ec2958da2acb7d6a71b5d29,md5,phishing,high,opensource_feed_b,2026-06-01T15:00:00,malicious
588b08adf64e2454aab52059a4edcbbdc49957474fd7c5d262374f356aa5562b,sha256,malware_delivery,critical,opensource_feed_a,2026-06-22T02:00:00,malicious
7b02261603c7fd1171ac176efc9dbee82628aba651238e4ba665f5940611c850,sha256,brute_force,medium,opensource_feed_b,2026-06-12T08:00:00,suspicious
192.0.2.52,ipv4,scanning,medium,internal_soc_export,2026-06-04T06:00:00,benign
203.0.113.224,ipv4,malware_delivery,critical,opensource_feed_a,2026-07-09T17:00:00,malicious
6af975889fcc399581e3d61574b163357d718f42,sha1,command_and_control,high,internal_soc_export,2026-07-31T07:00:00,malicious
10d6e2046aa84da276b313a97561f462,md5,phishing,critical,opensource_feed_a,2026-06-27T17:00:00,malicious
static878.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-06-17T01:00:00,suspicious
192.0.2.235,ipv4,malware_delivery,low,opensource_feed_b,2026-06-18T06:00:00,benign
http://secure880.example.org/download,url,phishing,medium,opensource_feed_a,2026-06-24T16:00:00,suspicious
http://secure881.example.org/index,url,brute_force,critical,internal_soc_export,2026-06-20T22:00:00,malicious
203.0.113.13,ipv4,data_exfiltration,medium,opensource_feed_b,2026-07-26T07:00:00,suspicious
192.0.2.204,ipv4,command_and_control,high,opensource_feed_a,2026-06-27T02:00:00,malicious
203.0.113.233,ipv4,phishing,low,internal_soc_export,2026-06-04T02:00:00,suspicious
c5eb6477ef95324df1e6e82fac5287204f451203a6474dc772a0d90d4acdeb96,sha256,phishing,medium,opensource_feed_a,2026-06-06T19:00:00,suspicious
static886.example.com,domain,scanning,high,internal_soc_export,2026-07-11T19:00:00,suspicious
203.0.113.82,ipv4,command_and_control,low,opensource_feed_b,2026-08-02T13:00:00,suspicious
192.0.2.204,ipv4,brute_force,critical,internal_soc_export,2026-06-30T05:00:00,suspicious
49e8a24e84a9210d03687e7ccca495655ee9112e,sha1,unknown,medium,opensource_feed_b,2026-07-12T02:00:00,benign
d2066801d89f5d092609daa245aa76e9f6bdfcfd,sha1,malware_delivery,critical,opensource_feed_b,2026-07-01T06:00:00,malicious
f2fefe1e39dc0d06c299839ba009e3b3,md5,data_exfiltration,high,opensource_feed_b,2026-06-03T22:00:00,malicious
192.0.2.166,ipv4,data_exfiltration,medium,opensource_feed_a,2026-07-30T09:00:00,suspicious
1acef45ebe288de2615e715b4a250721,md5,scanning,high,internal_soc_export,2026-07-25T11:00:00,benign
203.0.113.40,ipv4,data_exfiltration,medium,opensource_feed_b,2026-06-09T08:00:00,suspicious
cdn895.example.com,domain,data_exfiltration,critical,internal_soc_export,2026-07-10T23:00:00,malicious
0e1d861885fdd961bb0bc0ba136a48ff,md5,scanning,high,internal_soc_export,2026-06-19T15:00:00,suspicious
198.51.100.163,ipv4,malware_delivery,low,opensource_feed_b,2026-08-01T04:00:00,suspicious
755398f7f574669706870c5fc0a3d841,md5,malware_delivery,medium,opensource_feed_b,2026-06-20T17:00:00,suspicious
http://account899.example.org/login,url,botnet,low,opensource_feed_a,2026-07-04T18:00:00,suspicious
192.0.2.122,ipv4,data_exfiltration,critical,opensource_feed_a,2026-07-06T17:00:00,malicious
static901.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-08-08T18:00:00,suspicious
7bd9589c69f7176ee93e4197c17f697159f2406a,sha1,malware_delivery,medium,opensource_feed_b,2026-07-30T05:00:00,suspicious
824d96eed87a17374fa2e4991c92ec67094f628c,sha1,scanning,low,opensource_feed_b,2026-06-28T06:00:00,benign
198.51.100.30,ipv4,scanning,high,internal_soc_export,2026-06-15T21:00:00,suspicious
203.0.113.126,ipv4,data_exfiltration,high,opensource_feed_b,2026-07-16T13:00:00,suspicious
192.0.2.137,ipv4,command_and_control,medium,internal_soc_export,2026-07-31T11:00:00,suspicious
http://account907.example.org/download,url,brute_force,medium,internal_soc_export,2026-06-15T19:00:00,suspicious
198.51.100.121,ipv4,command_and_control,medium,opensource_feed_b,2026-08-03T15:00:00,suspicious
203.0.113.205,ipv4,botnet,high,opensource_feed_b,2026-08-06T03:00:00,suspicious
645360e28d546106a63c1948d953b6707a481419,sha1,command_and_control,high,opensource_feed_a,2026-06-24T05:00:00,malicious
198.51.100.128,ipv4,malware_delivery,low,opensource_feed_a,2026-06-13T12:00:00,suspicious
static912.example.com,domain,scanning,low,opensource_feed_a,2026-07-22T20:00:00,benign
login913.example.com,domain,command_and_control,low,opensource_feed_a,2026-07-28T00:00:00,suspicious
198.51.100.93,ipv4,command_and_control,high,internal_soc_export,2026-06-18T03:00:00,suspicious
http://account915.example.org/download,url,scanning,low,internal_soc_export,2026-08-09T18:00:00,benign
http://verify916.example.org/index,url,brute_force,critical,opensource_feed_a,2026-07-21T02:00:00,malicious
login917.example.com,domain,malware_delivery,low,opensource_feed_a,2026-06-02T01:00:00,suspicious
279544ee33ce259e3ff54dab5a3f69d950c474a2,sha1,botnet,low,internal_soc_export,2026-07-27T06:00:00,suspicious
update919.example.com,domain,botnet,low,opensource_feed_b,2026-06-15T17:00:00,suspicious
http://verify920.example.org/download,url,phishing,low,opensource_feed_a,2026-07-02T04:00:00,suspicious
http://secure921.example.org/a,url,malware_delivery,high,opensource_feed_b,2026-07-14T22:00:00,malicious
78ea6e528d3233f7c034c6c55a8f1b83d9e33ae9d3c3413013d6f73a88f30d47,sha256,botnet,medium,opensource_feed_b,2026-07-12T12:00:00,suspicious
login923.example.com,domain,unknown,critical,opensource_feed_b,2026-07-06T04:00:00,suspicious
http://files924.example.org/index,url,scanning,high,internal_soc_export,2026-07-28T19:00:00,suspicious
http://img925.example.org/a,url,malware_delivery,medium,internal_soc_export,2026-06-02T21:00:00,suspicious
203.0.113.6,ipv4,command_and_control,medium,internal_soc_export,2026-06-18T07:00:00,suspicious
30d684bb2b6dad2cbf2a9277f550f988,md5,scanning,low,opensource_feed_a,2026-07-21T08:00:00,benign
198.51.100.40,ipv4,botnet,critical,internal_soc_export,2026-07-16T14:00:00,malicious
198.51.100.228,ipv4,scanning,medium,opensource_feed_b,2026-08-04T01:00:00,benign
ba3ed1949b5001d8e63d19c9a4525717,md5,scanning,low,internal_soc_export,2026-07-23T07:00:00,benign
cdn931.example.com,domain,brute_force,high,opensource_feed_a,2026-07-11T17:00:00,suspicious
5ed1360f088160c03ec6a6799a8bcf2bf53160821d97b07d820d67edb8fb35f7,sha256,phishing,medium,internal_soc_export,2026-07-14T04:00:00,suspicious
fffb744fc6875dc36184fe885b162255,md5,command_and_control,low,opensource_feed_a,2026-08-10T10:00:00,suspicious
http://verify934.example.org/download,url,unknown,high,opensource_feed_b,2026-07-14T14:00:00,suspicious
beb5dca9282f3366e5c0e70f7b73418fe8c4022aff394abb5762b541981f00b1,sha256,phishing,critical,opensource_feed_b,2026-07-31T04:00:00,malicious
198.51.100.39,ipv4,botnet,medium,opensource_feed_b,2026-07-10T23:00:00,suspicious
a43e999b432473642dbcadcf2bdf82d846cb76fddd0832135c82fb02a2e5fbc7,sha256,brute_force,high,opensource_feed_a,2026-06-21T11:00:00,benign
http://verify938.example.org/a,url,scanning,critical,internal_soc_export,2026-06-15T11:00:00,malicious
443b78ce0a0585459ce1f2a9ba4a3a28a1f620a0417485229bced90d6086e6b0,sha256,command_and_control,high,opensource_feed_a,2026-06-19T23:00:00,malicious
6be8f98a6c655bd526c27d363f8c59d8b29bb9334c3721448bc29c72c449b4ee,sha256,brute_force,medium,opensource_feed_b,2026-06-04T01:00:00,benign
198.51.100.188,ipv4,unknown,medium,internal_soc_export,2026-06-25T01:00:00,benign
198.51.100.252,ipv4,botnet,high,opensource_feed_a,2026-07-07T19:00:00,suspicious
api943.example.com,domain,data_exfiltration,medium,opensource_feed_a,2026-08-09T00:00:00,suspicious
http://account944.example.org/login,url,unknown,medium,opensource_feed_b,2026-06-21T19:00:00,suspicious
http://img945.example.org/download,url,brute_force,low,internal_soc_export,2026-06-13T20:00:00,benign
static946.example.com,domain,brute_force,high,internal_soc_export,2026-06-01T16:00:00,suspicious
a12a3555800964952cd3acbc72d68aa8f6f7486356f4e3de399f4ad5cd3869e6,sha256,malware_delivery,medium,internal_soc_export,2026-08-02T21:00:00,suspicious
3c8aad98cf7affd3ce0417a8edd7999f,md5,phishing,critical,opensource_feed_b,2026-07-01T01:00:00,malicious
7fef47560c964badaa375c47a4cc6e6959a797c0,sha1,botnet,high,opensource_feed_b,2026-07-13T14:00:00,suspicious
203.0.113.134,ipv4,botnet,low,opensource_feed_a,2026-06-18T09:00:00,benign
ba53524223d0f6984f094bbd2b54cb3029b40864f0cefa64341c7f34b198b975,sha256,scanning,low,opensource_feed_b,2026-06-12T09:00:00,benign
update952.example.com,domain,brute_force,medium,opensource_feed_a,2026-07-05T22:00:00,suspicious
634f8dc4685595fbe17f256c09e71e14,md5,phishing,high,internal_soc_export,2026-07-06T08:00:00,suspicious
203.0.113.46,ipv4,phishing,high,internal_soc_export,2026-06-22T21:00:00,suspicious
cdn955.example.com,domain,command_and_control,medium,internal_soc_export,2026-06-20T05:00:00,suspicious
7108976bd4dce4ba4ee362a46f380ea40b4eb0f9,sha1,phishing,low,internal_soc_export,2026-07-16T20:00:00,suspicious
203.0.113.85,ipv4,malware_delivery,medium,opensource_feed_a,2026-08-04T11:00:00,suspicious
static958.example.com,domain,phishing,low,opensource_feed_a,2026-07-15T14:00:00,suspicious
http://secure959.example.org/login,url,brute_force,high,opensource_feed_a,2026-07-20T12:00:00,suspicious
api960.example.com,domain,unknown,medium,internal_soc_export,2026-08-01T12:00:00,benign
198.51.100.107,ipv4,phishing,medium,internal_soc_export,2026-07-29T08:00:00,suspicious
f20cd50a3c777dfb02012caaa605608aba15ab2f,sha1,brute_force,medium,opensource_feed_b,2026-07-06T18:00:00,benign
5f9be039da2ec95f6f6bad6a808ae88588fe1d2aed615fde2c30a83e58db1ff9,sha256,malware_delivery,medium,internal_soc_export,2026-07-09T13:00:00,suspicious
198.51.100.231,ipv4,unknown,high,internal_soc_export,2026-07-04T23:00:00,benign
http://account965.example.org/index,url,data_exfiltration,critical,internal_soc_export,2026-07-11T10:00:00,malicious
http://img966.example.org/download,url,brute_force,medium,internal_soc_export,2026-06-28T19:00:00,benign
http://account967.example.org/index,url,botnet,medium,opensource_feed_b,2026-07-30T09:00:00,malicious
192.0.2.213,ipv4,malware_delivery,critical,opensource_feed_a,2026-07-11T16:00:00,malicious
203.0.113.247,ipv4,data_exfiltration,high,opensource_feed_b,2026-06-06T20:00:00,suspicious
203.0.113.191,ipv4,botnet,critical,opensource_feed_b,2026-07-01T02:00:00,malicious
update971.example.com,domain,phishing,medium,internal_soc_export,2026-06-03T15:00:00,suspicious
mail972.example.com,domain,botnet,low,opensource_feed_b,2026-06-19T00:00:00,benign
mail973.example.com,domain,malware_delivery,critical,opensource_feed_a,2026-07-11T11:00:00,malicious
531b8862976a3dac219ef2da9fa1d20b852c28a3,sha1,command_and_control,high,opensource_feed_b,2026-06-14T13:00:00,malicious
static975.example.com,domain,scanning,critical,opensource_feed_b,2026-06-02T08:00:00,suspicious
203.0.113.16,ipv4,unknown,critical,internal_soc_export,2026-08-08T13:00:00,suspicious
b66dae924be414ec4a691243972d27f493ca9e8600e0e928cbf6f71d06b662d7,sha256,command_and_control,medium,opensource_feed_b,2026-06-09T13:00:00,suspicious
update978.example.com,domain,data_exfiltration,medium,internal_soc_export,2026-06-12T07:00:00,malicious
update979.example.com,domain,scanning,high,opensource_feed_b,2026-06-20T10:00:00,suspicious
mail980.example.com,domain,unknown,high,opensource_feed_a,2026-06-22T13:00:00,benign
http://img981.example.org/login,url,command_and_control,high,opensource_feed_b,2026-06-02T07:00:00,malicious
static982.example.com,domain,brute_force,medium,opensource_feed_b,2026-06-04T15:00:00,benign
098f71dc68463d93ec70a4baa181787d,md5,unknown,medium,opensource_feed_a,2026-07-07T20:00:00,benign
d983ef9da68de0ab28f0894691224d64,md5,phishing,low,opensource_feed_b,2026-07-01T05:00:00,suspicious
http://secure985.example.org/download,url,unknown,medium,internal_soc_export,2026-07-11T06:00:00,suspicious
192.0.2.213,ipv4,data_exfiltration,medium,internal_soc_export,2026-07-09T19:00:00,suspicious
http://account987.example.org/a,url,scanning,high,opensource_feed_a,2026-06-06T03:00:00,suspicious
update988.example.com,domain,brute_force,low,opensource_feed_a,2026-08-07T05:00:00,suspicious
3e8346c457f908b8cd1edda47725ad93,md5,data_exfiltration,medium,opensource_feed_a,2026-08-07T04:00:00,suspicious
59a02c3efb353d7e4aee0f4dec527b03,md5,malware_delivery,critical,opensource_feed_a,2026-07-09T16:00:00,malicious
5e4603112c5870df7e85633bef23c1fe,md5,phishing,medium,opensource_feed_a,2026-07-30T18:00:00,suspicious
192.0.2.210,ipv4,scanning,low,opensource_feed_b,2026-07-10T13:00:00,benign
http://secure993.example.org/login,url,data_exfiltration,medium,opensource_feed_a,2026-07-02T07:00:00,malicious
203.0.113.88,ipv4,botnet,medium,internal_soc_export,2026-07-21T07:00:00,suspicious
192.0.2.110,ipv4,botnet,low,opensource_feed_a,2026-07-05T17:00:00,benign
192.0.2.193,ipv4,scanning,high,opensource_feed_b,2026-06-26T21:00:00,suspicious
192.0.2.23,ipv4,unknown,medium,internal_soc_export,2026-07-23T05:00:00,benign
198.51.100.36,ipv4,brute_force,high,internal_soc_export,2026-07-08T05:00:00,suspicious
http://account999.example.org/login,url,malware_delivery,medium,internal_soc_export,2026-08-06T22:00:00,suspicious
198.51.100.37,ipv4,malware_delivery,high,opensource_feed_b,2026-07-20T11:00:00,malicious
203eb65f32025d86387ffec60021617b352e35a0ca182083960c5804cae7b3fb,sha256,brute_force,critical,internal_soc_export,2026-07-25T01:00:00,suspicious
192.0.2.46,ipv4,scanning,medium,opensource_feed_a,2026-07-03T08:00:00,benign
198.51.100.110,ipv4,phishing,low,opensource_feed_b,2026-06-01T16:00:00,benign
bd78b29f8959b3121224c84a5a1a9c99,md5,unknown,low,opensource_feed_a,2026-07-05T04:00:00,benign
mail1005.example.com,domain,malware_delivery,low,opensource_feed_b,2026-06-06T18:00:00,suspicious
http://verify1006.example.org/login,url,phishing,high,opensource_feed_b,2026-06-11T13:00:00,malicious
198.51.100.156,ipv4,botnet,high,internal_soc_export,2026-07-22T01:00:00,malicious
203.0.113.54,ipv4,brute_force,critical,internal_soc_export,2026-07-27T06:00:00,suspicious
333534f2754cff487a3730ff246f0ab2,md5,unknown,critical,internal_soc_export,2026-06-03T00:00:00,suspicious
08236b4c0cce1a51dd1d0773bf8c9052,md5,malware_delivery,critical,opensource_feed_a,2026-07-02T17:00:00,malicious
86b74e3b64c68055a2a8676733cfe530c82cf3e212cabcbdfd35c7db7b079983,sha256,malware_delivery,critical,opensource_feed_a,2026-07-16T22:00:00,malicious
856befe637692a7bb7de520a15bdd466,md5,data_exfiltration,medium,internal_soc_export,2026-07-13T06:00:00,suspicious
29d3a12841e9c232a663324f9582e563,md5,command_and_control,critical,internal_soc_export,2026-06-27T08:00:00,malicious
e0924755bf1f31be3f47d9eb8dcc4eb9b5a6275b,sha1,botnet,high,opensource_feed_b,2026-07-13T09:00:00,malicious
198.51.100.194,ipv4,brute_force,critical,opensource_feed_a,2026-07-08T09:00:00,suspicious
login1016.example.com,domain,scanning,critical,opensource_feed_a,2026-06-26T10:00:00,suspicious
198.51.100.193,ipv4,malware_delivery,high,internal_soc_export,2026-07-05T05:00:00,suspicious
c805e2bb21cd8b3f5c782f47b5aaa299049fe102,sha1,brute_force,medium,opensource_feed_a,2026-07-22T19:00:00,benign
203.0.113.154,ipv4,brute_force,low,opensource_feed_b,2026-07-29T01:00:00,benign
cde769cf51abd97642a85f7cc04c890dd79f11b0457e9632be4bcda6725c8df2,sha256,data_exfiltration,critical,internal_soc_export,2026-06-20T05:00:00,malicious
http://verify1021.example.org/a,url,unknown,high,internal_soc_export,2026-07-23T14:00:00,suspicious
mail1022.example.com,domain,malware_delivery,high,opensource_feed_a,2026-06-08T23:00:00,malicious
http://files1023.example.org/download,url,malware_delivery,low,internal_soc_export,2026-07-10T03:00:00,suspicious
192.0.2.98,ipv4,command_and_control,high,opensource_feed_b,2026-06-19T20:00:00,malicious
192.0.2.122,ipv4,unknown,low,opensource_feed_a,2026-06-03T20:00:00,benign
19e87a4cf96a2745dbb40f04fc8f643960c35730fdf906f9061983d2e954e157,sha256,unknown,low,opensource_feed_a,2026-07-29T19:00:00,benign
192.0.2.52,ipv4,data_exfiltration,high,opensource_feed_b,2026-06-15T18:00:00,suspicious
update1028.example.com,domain,unknown,medium,opensource_feed_a,2026-06-11T06:00:00,benign
203.0.113.190,ipv4,scanning,high,internal_soc_export,2026-07-06T22:00:00,benign
192.0.2.59,ipv4,command_and_control,critical,opensource_feed_b,2026-06-30T16:00:00,malicious
203.0.113.141,ipv4,scanning,medium,opensource_feed_a,2026-07-15T16:00:00,suspicious
203.0.113.57,ipv4,data_exfiltration,low,opensource_feed_b,2026-06-13T16:00:00,suspicious
192.0.2.76,ipv4,data_exfiltration,high,internal_soc_export,2026-07-17T12:00:00,suspicious
203.0.113.168,ipv4,scanning,medium,opensource_feed_a,2026-07-18T22:00:00,benign
e3b857760660d681298693c45441935c2acb1d62,sha1,botnet,medium,internal_soc_export,2026-07-03T08:00:00,suspicious
cdn1036.example.com,domain,data_exfiltration,low,opensource_feed_b,2026-06-09T23:00:00,suspicious
192.0.2.187,ipv4,data_exfiltration,medium,internal_soc_export,2026-06-01T02:00:00,suspicious
api1038.example.com,domain,botnet,low,internal_soc_export,2026-07-11T06:00:00,benign
login1039.example.com,domain,data_exfiltration,medium,internal_soc_export,2026-06-12T12:00:00,suspicious
192.0.2.157,ipv4,scanning,medium,opensource_feed_a,2026-07-06T23:00:00,benign
update1041.example.com,domain,brute_force,high,opensource_feed_a,2026-06-17T03:00:00,suspicious
198.51.100.90,ipv4,brute_force,critical,opensource_feed_a,2026-06-19T23:00:00,suspicious
203.0.113.223,ipv4,brute_force,critical,opensource_feed_a,2026-06-23T17:00:00,suspicious
cdn1044.example.com,domain,malware_delivery,low,internal_soc_export,2026-06-15T04:00:00,suspicious
011c6078cff35b50b60f9ab03a917948,md5,malware_delivery,low,internal_soc_export,2026-07-19T00:00:00,suspicious
http://account1046.example.org/download,url,phishing,critical,opensource_feed_a,2026-06-17T20:00:00,malicious
198.51.100.51,ipv4,phishing,high,opensource_feed_b,2026-06-01T05:00:00,malicious
cdn1048.example.com,domain,data_exfiltration,high,internal_soc_export,2026-06-02T23:00:00,suspicious
203.0.113.130,ipv4,command_and_control,high,internal_soc_export,2026-07-12T02:00:00,malicious
198.51.100.203,ipv4,brute_force,medium,opensource_feed_b,2026-07-11T02:00:00,benign
192.0.2.192,ipv4,phishing,medium,opensource_feed_b,2026-06-11T01:00:00,suspicious
470fc26ef1110e128ac722b167f9cc3c7123179c136e165105afd91b877c5aae,sha256,data_exfiltration,medium,opensource_feed_a,2026-06-06T20:00:00,suspicious
6ae3f1ecba20b24fde0c8ab4ec9effe3,md5,malware_delivery,low,opensource_feed_b,2026-06-25T01:00:00,benign
static1054.example.com,domain,scanning,critical,opensource_feed_a,2026-06-05T09:00:00,suspicious
e0ea091c84d51fee8c935a4fa439ca6d,md5,malware_delivery,low,internal_soc_export,2026-06-28T22:00:00,suspicious
http://account1056.example.org/index,url,scanning,critical,opensource_feed_a,2026-07-29T00:00:00,malicious
b077cea177dbaa19a6284b26f2a1d2d9573845effef75934f35c72fef6ea6195,sha256,malware_delivery,low,opensource_feed_a,2026-07-07T00:00:00,benign
203.0.113.158,ipv4,command_and_control,medium,internal_soc_export,2026-07-22T16:00:00,suspicious
72a44c82bb42ecdbed30394f45e18416,md5,unknown,high,internal_soc_export,2026-08-02T23:00:00,suspicious
203.0.113.23,ipv4,data_exfiltration,low,internal_soc_export,2026-07-20T22:00:00,benign
192.0.2.241,ipv4,phishing,low,internal_soc_export,2026-08-07T06:00:00,benign
cdn1062.example.com,domain,malware_delivery,low,internal_soc_export,2026-06-24T07:00:00,suspicious
192.0.2.24,ipv4,phishing,medium,opensource_feed_a,2026-08-01T05:00:00,suspicious
492e5eda6978a86b30593cbef25663d265ed57d83100a6172cd3b0bcaadfcbd3,sha256,unknown,medium,opensource_feed_b,2026-06-02T12:00:00,benign
023e726f6feba90b6023701339d908e029448985b6852a3add193b79ec5f75d9,sha256,unknown,high,opensource_feed_a,2026-06-13T21:00:00,benign
1aac1951dee829a21a267f73e905f3cb5e00d46ff1efad8e5f2ed34f5cd077e3,sha256,brute_force,high,internal_soc_export,2026-06-26T11:00:00,suspicious
http://verify1067.example.org/download,url,brute_force,medium,internal_soc_export,2026-06-26T23:00:00,suspicious
192.0.2.142,ipv4,unknown,medium,internal_soc_export,2026-07-13T16:00:00,benign
198.51.100.239,ipv4,command_and_control,critical,internal_soc_export,2026-08-03T08:00:00,malicious
203.0.113.67,ipv4,data_exfiltration,medium,internal_soc_export,2026-08-08T22:00:00,suspicious
